Object_ID,Provinsi,Tanggal,Kasus_Terkonfirmasi_Akumulatif,Penambahan_Harian_Kasus_Terkonf,Kasus_Sembuh_Akumulatif,Penambahan_Harian_Kasus_Sembuh,Kasus_Meninggal_Akumulatif,Penambahan_Harian_Kasus_Meningg,Kasus_Aktif_Akumulatif,CFR_Harian,RI_Harian,FID,ObjectId
228,Nusa Tenggara Barat,2020/03/08 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,228,3799
229,Sumatera Selatan,2020/03/08 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,229,3800
230,Sumatera Barat,2020/03/08 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,230,3801
231,Sulawesi Utara,2020/03/08 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,231,3802
232,Sumatera Utara,2020/03/08 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,232,3803
233,Sulawesi Tenggara,2020/03/08 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,233,3804
234,Sulawesi Selatan,2020/03/08 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,234,3805
235,Sulawesi Tengah,2020/03/08 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,235,3806
236,Lampung,2020/03/08 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,236,3807
237,Riau,2020/03/08 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,237,3808
238,Maluku Utara,2020/03/08 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,238,3809
239,Maluku,2020/03/08 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,239,3810
240,Papua Barat,2020/03/08 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,240,3811
241,Papua,2020/03/08 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,241,3812
242,Sulawesi Barat,2020/03/08 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,242,3813
243,Nusa Tenggara Timur,2020/03/08 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,243,3814
244,Gorontalo,2020/03/08 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,244,3815
245,Indonesia,2020/03/08 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,245,3816
246,Aceh,2020/03/09 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,246,3817
247,Bali,2020/03/09 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,247,3818
248,Banten,2020/03/09 00:00:00+00,1,1,0,0,0,0,1,0.00000,0.00000,248,3819
249,Kepulauan Bangka Belitung,2020/03/09 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,249,3820
250,Bengkulu,2020/03/09 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,250,3821
251,Daerah Istimewa Yogyakarta,2020/03/09 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,251,3822
252,DKI Jakarta,2020/03/09 00:00:00+00,16,10,0,0,0,0,16,0.00000,0.00000,252,3823
253,Jambi,2020/03/09 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,253,3824
254,Jawa Barat,2020/03/09 00:00:00+00,2,2,0,0,0,0,2,0.00000,0.00000,254,3825
255,Jawa Tengah,2020/03/09 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,255,3826
256,Jawa Timur,2020/03/09 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,256,3827
257,Kalimantan Barat,2020/03/09 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,257,3828
258,Kalimantan Timur,2020/03/09 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,258,3829
259,Kalimantan Tengah,2020/03/09 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,259,3830
260,Kalimantan Selatan,2020/03/09 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,260,3831
261,Kalimantan Utara,2020/03/09 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,261,3832
262,Kepulauan Riau,2020/03/09 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,262,3833
263,Nusa Tenggara Barat,2020/03/09 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,263,3834
264,Sumatera Selatan,2020/03/09 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,264,3835
265,Sumatera Barat,2020/03/09 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,265,3836
266,Sulawesi Utara,2020/03/09 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,266,3837
267,Sumatera Utara,2020/03/09 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,267,3838
268,Sulawesi Tenggara,2020/03/09 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,268,3839
269,Sulawesi Selatan,2020/03/09 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,269,3840
270,Sulawesi Tengah,2020/03/09 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,270,3841
271,Lampung,2020/03/09 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,271,3842
272,Riau,2020/03/09 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,272,3843
273,Maluku Utara,2020/03/09 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,273,3844
274,Maluku,2020/03/09 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,274,3845
275,Papua Barat,2020/03/09 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,275,3846
276,Papua,2020/03/09 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,276,3847
277,Sulawesi Barat,2020/03/09 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,277,3848
278,Nusa Tenggara Timur,2020/03/09 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,278,3849
279,Gorontalo,2020/03/09 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,279,3850
280,Indonesia,2020/03/09 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,280,3851
281,Aceh,2020/03/10 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,281,3852
282,Bali,2020/03/10 00:00:00+00,1,1,0,0,0,0,1,0.00000,0.00000,282,3853
283,Banten,2020/03/10 00:00:00+00,1,0,0,0,0,0,1,0.00000,0.00000,283,3854
284,Kepulauan Bangka Belitung,2020/03/10 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,284,3855
285,Bengkulu,2020/03/10 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,285,3856
286,Daerah Istimewa Yogyakarta,2020/03/10 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,286,3857
287,DKI Jakarta,2020/03/10 00:00:00+00,23,7,0,0,0,0,23,0.00000,0.00000,287,3858
288,Jambi,2020/03/10 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,288,3859
289,Jawa Barat,2020/03/10 00:00:00+00,2,0,0,0,0,0,2,0.00000,0.00000,289,3860
290,Jawa Tengah,2020/03/10 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,290,3861
291,Jawa Timur,2020/03/10 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,291,3862
292,Kalimantan Barat,2020/03/10 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,292,3863
293,Kalimantan Timur,2020/03/10 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,293,3864
294,Kalimantan Tengah,2020/03/10 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,294,3865
295,Kalimantan Selatan,2020/03/10 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,295,3866
296,Kalimantan Utara,2020/03/10 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,296,3867
297,Kepulauan Riau,2020/03/10 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,297,3868
298,Nusa Tenggara Barat,2020/03/10 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,298,3869
299,Sumatera Selatan,2020/03/10 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,299,3870
300,Sumatera Barat,2020/03/10 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,300,3871
301,Sulawesi Utara,2020/03/10 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,301,3872
302,Sumatera Utara,2020/03/10 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,302,3873
303,Sulawesi Tenggara,2020/03/10 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,303,3874
304,Sulawesi Selatan,2020/03/10 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,304,3875
305,Sulawesi Tengah,2020/03/10 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,305,3876
306,Lampung,2020/03/10 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,306,3877
307,Riau,2020/03/10 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,307,3878
308,Maluku Utara,2020/03/10 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,308,3879
309,Maluku,2020/03/10 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,309,3880
310,Papua Barat,2020/03/10 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,310,3881
311,Papua,2020/03/10 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,311,3882
312,Sulawesi Barat,2020/03/10 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,312,3883
313,Nusa Tenggara Timur,2020/03/10 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,313,3884
314,Gorontalo,2020/03/10 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,314,3885
315,Indonesia,2020/03/10 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,315,3886
316,Aceh,2020/03/11 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,316,3887
317,Bali,2020/03/11 00:00:00+00,1,0,0,0,1,1,0,100.00000,0.00000,317,3888
318,Banten,2020/03/11 00:00:00+00,1,0,0,0,0,0,1,0.00000,0.00000,318,3889
319,Kepulauan Bangka Belitung,2020/03/11 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,319,3890
320,Bengkulu,2020/03/11 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,320,3891
321,Daerah Istimewa Yogyakarta,2020/03/11 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,321,3892
322,DKI Jakarta,2020/03/11 00:00:00+00,29,6,2,2,0,0,27,0.00000,7.00000,322,3893
323,Jambi,2020/03/11 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,323,3894
324,Jawa Barat,2020/03/11 00:00:00+00,3,1,0,0,0,0,3,0.00000,0.00000,324,3895
325,Jawa Tengah,2020/03/11 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,325,3896
326,Jawa Timur,2020/03/11 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,326,3897
327,Kalimantan Barat,2020/03/11 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,327,3898
328,Kalimantan Timur,2020/03/11 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,328,3899
329,Kalimantan Tengah,2020/03/11 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,329,3900
330,Kalimantan Selatan,2020/03/11 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,330,3901
331,Kalimantan Utara,2020/03/11 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,331,3902
332,Kepulauan Riau,2020/03/11 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,332,3903
333,Nusa Tenggara Barat,2020/03/11 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,333,3904
334,Sumatera Selatan,2020/03/11 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,334,3905
335,Sumatera Barat,2020/03/11 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,335,3906
336,Sulawesi Utara,2020/03/11 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,336,3907
337,Sumatera Utara,2020/03/11 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,337,3908
338,Sulawesi Tenggara,2020/03/11 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,338,3909
339,Sulawesi Selatan,2020/03/11 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,339,3910
340,Sulawesi Tengah,2020/03/11 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,340,3911
341,Lampung,2020/03/11 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,341,3912
342,Riau,2020/03/11 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,342,3913
343,Maluku Utara,2020/03/11 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,343,3914
344,Maluku,2020/03/11 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,344,3915
345,Papua Barat,2020/03/11 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,345,3916
346,Papua,2020/03/11 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,346,3917
347,Sulawesi Barat,2020/03/11 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,347,3918
348,Nusa Tenggara Timur,2020/03/11 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,348,3919
349,Gorontalo,2020/03/11 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,349,3920
350,Indonesia,2020/03/11 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,350,3921
351,Aceh,2020/03/12 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,351,3922
352,Bali,2020/03/12 00:00:00+00,1,0,0,0,1,0,0,100.00000,0.00000,352,3923
353,Banten,2020/03/12 00:00:00+00,1,0,0,0,0,0,1,0.00000,0.00000,353,3924
354,Kepulauan Bangka Belitung,2020/03/12 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,354,3925
355,Bengkulu,2020/03/12 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,355,3926
356,Daerah Istimewa Yogyakarta,2020/03/12 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,356,3927
357,DKI Jakarta,2020/03/12 00:00:00+00,29,0,2,0,0,0,27,0.00000,7.00000,357,3928
358,Jambi,2020/03/12 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,358,3929
359,Jawa Barat,2020/03/12 00:00:00+00,3,0,0,0,0,0,3,0.00000,0.00000,359,3930
360,Jawa Tengah,2020/03/12 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,360,3931
361,Jawa Timur,2020/03/12 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,361,3932
362,Kalimantan Barat,2020/03/12 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,362,3933
363,Kalimantan Timur,2020/03/12 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,363,3934
364,Kalimantan Tengah,2020/03/12 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,364,3935
365,Kalimantan Selatan,2020/03/12 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,365,3936
366,Kalimantan Utara,2020/03/12 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,366,3937
367,Kepulauan Riau,2020/03/12 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,367,3938
368,Nusa Tenggara Barat,2020/03/12 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,368,3939
369,Sumatera Selatan,2020/03/12 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,369,3940
370,Sumatera Barat,2020/03/12 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,370,3941
371,Sulawesi Utara,2020/03/12 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,371,3942
372,Sumatera Utara,2020/03/12 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,372,3943
373,Sulawesi Tenggara,2020/03/12 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,373,3944
374,Sulawesi Selatan,2020/03/12 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,374,3945
375,Sulawesi Tengah,2020/03/12 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,375,3946
376,Lampung,2020/03/12 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,376,3947
377,Riau,2020/03/12 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,377,3948
378,Maluku Utara,2020/03/12 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,378,3949
379,Maluku,2020/03/12 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,379,3950
380,Papua Barat,2020/03/12 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,380,3951
381,Papua,2020/03/12 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,381,3952
382,Sulawesi Barat,2020/03/12 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,382,3953
383,Nusa Tenggara Timur,2020/03/12 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,383,3954
384,Gorontalo,2020/03/12 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,384,3955
385,Indonesia,2020/03/12 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,385,3956
386,Aceh,2020/03/13 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,386,3957
387,Bali,2020/03/13 00:00:00+00,1,0,0,0,1,0,0,100.00000,0.00000,387,3958
388,Banten,2020/03/13 00:00:00+00,4,3,0,0,1,1,3,25.00000,0.00000,388,3959
389,Kepulauan Bangka Belitung,2020/03/13 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,389,3960
390,Bengkulu,2020/03/13 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,390,3961
391,Daerah Istimewa Yogyakarta,2020/03/13 00:00:00+00,1,1,0,0,0,0,1,0.00000,0.00000,391,3962
392,DKI Jakarta,2020/03/13 00:00:00+00,54,25,3,1,1,1,50,2.00000,6.00000,392,3963
393,Jambi,2020/03/13 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,393,3964
394,Jawa Barat,2020/03/13 00:00:00+00,5,2,0,0,0,0,5,0.00000,0.00000,394,3965
395,Jawa Tengah,2020/03/13 00:00:00+00,2,2,0,0,1,1,1,50.00000,0.00000,395,3966
396,Jawa Timur,2020/03/13 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,396,3967
397,Kalimantan Barat,2020/03/13 00:00:00+00,1,1,0,0,0,0,1,0.00000,0.00000,397,3968
398,Kalimantan Timur,2020/03/13 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,398,3969
399,Kalimantan Tengah,2020/03/13 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,399,3970
400,Kalimantan Selatan,2020/03/13 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,400,3971
401,Kalimantan Utara,2020/03/13 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,401,3972
402,Kepulauan Riau,2020/03/13 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,402,3973
403,Nusa Tenggara Barat,2020/03/13 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,403,3974
404,Sumatera Selatan,2020/03/13 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,404,3975
405,Sumatera Barat,2020/03/13 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,405,3976
406,Sulawesi Utara,2020/03/13 00:00:00+00,1,1,0,0,0,0,1,0.00000,0.00000,406,3977
407,Sumatera Utara,2020/03/13 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,407,3978
408,Sulawesi Tenggara,2020/03/13 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,408,3979
409,Sulawesi Selatan,2020/03/13 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,409,3980
410,Sulawesi Tengah,2020/03/13 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,410,3981
411,Lampung,2020/03/13 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,411,3982
412,Riau,2020/03/13 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,412,3983
413,Maluku Utara,2020/03/13 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,413,3984
414,Maluku,2020/03/13 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,414,3985
415,Papua Barat,2020/03/13 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,415,3986
416,Papua,2020/03/13 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,416,3987
417,Sulawesi Barat,2020/03/13 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,417,3988
418,Nusa Tenggara Timur,2020/03/13 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,418,3989
419,Gorontalo,2020/03/13 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,419,3990
420,Indonesia,2020/03/13 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,420,3991
421,Aceh,2020/03/14 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,421,3992
422,Bali,2020/03/14 00:00:00+00,1,0,0,0,1,0,0,100.00000,0.00000,422,3993
423,Banten,2020/03/14 00:00:00+00,7,3,0,0,1,0,6,14.00000,0.00000,423,3994
424,Kepulauan Bangka Belitung,2020/03/14 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,424,3995
425,Bengkulu,2020/03/14 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,425,3996
426,Daerah Istimewa Yogyakarta,2020/03/14 00:00:00+00,1,0,0,0,0,0,1,0.00000,0.00000,426,3997
427,DKI Jakarta,2020/03/14 00:00:00+00,71,17,8,5,2,1,61,3.00000,11.00000,427,3998
428,Jambi,2020/03/14 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,428,3999
429,Jawa Barat,2020/03/14 00:00:00+00,8,3,0,0,0,0,8,0.00000,0.00000,429,4000
430,Jawa Tengah,2020/03/14 00:00:00+00,2,0,0,0,1,0,1,50.00000,0.00000,430,4001
431,Jawa Timur,2020/03/14 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,431,4002
432,Kalimantan Barat,2020/03/14 00:00:00+00,1,0,0,0,0,0,1,0.00000,0.00000,432,4003
433,Kalimantan Timur,2020/03/14 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,433,4004
434,Kalimantan Tengah,2020/03/14 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,434,4005
435,Kalimantan Selatan,2020/03/14 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,435,4006
436,Kalimantan Utara,2020/03/14 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,436,4007
437,Kepulauan Riau,2020/03/14 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,437,4008
438,Nusa Tenggara Barat,2020/03/14 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,438,4009
439,Sumatera Selatan,2020/03/14 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,439,4010
440,Sumatera Barat,2020/03/14 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,440,4011
441,Sulawesi Utara,2020/03/14 00:00:00+00,1,0,0,0,0,0,1,0.00000,0.00000,441,4012
442,Sumatera Utara,2020/03/14 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,442,4013
443,Sulawesi Tenggara,2020/03/14 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,443,4014
444,Sulawesi Selatan,2020/03/14 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,444,4015
445,Sulawesi Tengah,2020/03/14 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,445,4016
446,Lampung,2020/03/14 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,446,4017
447,Riau,2020/03/14 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,447,4018
448,Maluku Utara,2020/03/14 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,448,4019
449,Maluku,2020/03/14 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,449,4020
450,Papua Barat,2020/03/14 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,450,4021
451,Papua,2020/03/14 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,451,4022
452,Sulawesi Barat,2020/03/14 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,452,4023
453,Nusa Tenggara Timur,2020/03/14 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,453,4024
454,Gorontalo,2020/03/14 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,454,4025
455,Indonesia,2020/03/14 00:00:00+00,4,4,0,0,0,0,4,0.00000,0.00000,455,4026
456,Aceh,2020/03/15 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,456,4027
457,Bali,2020/03/15 00:00:00+00,1,0,0,0,1,0,0,100.00000,0.00000,457,4028
458,Banten,2020/03/15 00:00:00+00,7,0,0,0,1,0,6,14.00000,0.00000,458,4029
